date, pm25, pm10, o3, no2, so2, co
2022/8/28, 87, 38, 31, 17, , 7
2022/9/5, 11, 15, 12, 12, , 2
2022/9/6, 5, 37, 14, 14, , 2
2022/9/7, 17, , , 21, , 16
2022/9/20, 95, , 29, 20, , 3
2022/9/21, 72, , 24, 20, , 3
2022/9/22, 52, , 13, 21, , 6
2022/9/23, 54, , 19, 15, , 3
2022/9/24, 46, , 25, , , 1
2022/9/25, 44, , 24, , , 1
2022/9/28, 148, , 14, 18, , 3
2022/4/2, 13, 13, 12, 9, , 1
2022/4/3, 9, 11, 20, 5, , 1
2022/4/4, 8, 19, 20, 18, , 4
2022/4/5, 9, 13, 9, 16, , 3
2022/4/6, 6, 18, 34, , , 3
2022/4/8, 13, 22, 6, 11, , 4
2022/4/9, 12, 26, , , , 
2022/4/10, 12, 17, , , , 
2022/4/11, 10, 19, , , , 
2022/5/26, 62, 45, , 39, , 12
2022/5/27, 108, 32, , 32, , 8
2022/5/28, 63, 45, , 31, , 13
2022/5/29, 91, 36, , 18, , 6
2022/5/30, 67, 30, , 24, , 6
2022/5/31, 52, 8, , 16, , 3
2022/6/1, 19, 27, , 25, , 6
2022/6/2, 69, 27, , 14, , 16
2022/6/3, 62, 12, , 11, , 
2022/6/4, 29, 10, 11, 9, , 1
2022/6/5, 32, 18, 22, 12, , 3
2022/6/6, 46, 30, 14, 27, , 6
2022/6/7, 69, 36, 11, 27, , 6
2022/6/8, 76, 17, 1, 22, , 5
2022/6/9, 43, 29, 5, 26, , 6
2022/6/10, 68, 16, 6, 17, , 4
2022/6/11, 43, 13, 8, 14, , 3
2022/6/12, 31, 15, 14, 13, , 2
2022/6/13, 38, 16, 13, 18, , 4
2022/6/14, 54, 18, 13, 15, , 2
2022/6/15, 44, 29, 5, 27, , 8
2022/6/16, 61, 45, 17, 38, , 16
2022/6/17, 112, 47, 19, 31, , 15
2022/6/18, 117, 15, 10, 12, , 3
2022/6/19, 28, 15, 13, 9, , 4
2022/6/20, 48, 25, 7, 20, , 8
2022/6/21, 65, 36, 15, 26, , 11
2022/6/22, 98, 42, 16, 31, , 11
2022/6/23, 79, 43, 13, 36, , 14
2022/6/24, 86, 51, 18, 53, , 17
2022/6/25, 111, 39, 15, 27, , 13
2022/6/26, 105, 10, 17, 5, , 2
2022/6/27, 30, 19, 19, 14, , 4
2022/6/28, 48, 37, 15, 29, , 7
2022/6/29, 72, 46, 16, 33, , 8
2022/6/30, 87, 33, 14, 26, , 5
2022/7/1, 74, 51, 18, 59, , 10
2022/1/4, 19, 16, 7, 10, , 5
2022/1/5, 26, 16, 13, 10, , 4
2022/1/6, 18, 13, 15, 10, , 3
2022/1/7, 16, 12, 9, 7, , 1
2022/1/8, 11, 9, 9, 5, , 1
2022/1/9, 14, 10, 9, 4, , 1
2022/1/10, 15, 23, 16, 18, , 3
2022/1/11, 32, 38, 7, 19, , 4
2022/1/12, 28, 23, 15, 13, , 5
2022/1/13, 31, 19, 23, 8, , 4
2022/1/14, 39, 27, 27, 23, , 4
2022/1/15, 59, 28, 32, 13, , 4
2022/1/16, 65, 18, 29, 9, , 3
2022/1/17, 28, 18, 27, 16, , 3
2022/1/18, 31, 29, 34, 22, , 5
2022/1/19, 43, 16, 26, 23, , 5
2022/1/20, 32, 30, 62, 30, , 6
2022/1/21, 55, 29, 53, 20, , 4
2022/1/22, 59, 30, 51, 12, , 2
2022/1/23, 50, 24, 33, 6, , 2
2022/1/24, 55, 33, 32, 12, , 2
2022/1/25, 61, 27, 35, 12, , 3
2022/1/26, 61, 25, 24, 21, , 4
2022/1/27, 45, 22, 30, 15, , 3
2022/1/28, 22, 12, 8, 20, , 5
2022/1/29, 27, 11, 10, 14, , 4
2022/1/30, 19, 14, 14, 9, , 3
2022/1/31, 13, 17, 7, 15, , 5
2022/2/1, 14, 34, 8, 18, , 6
2022/2/2, 28, 21, 8, 21, , 5
2022/2/3, 38, 25, 17, 16, , 3
2022/2/4, 30, 23, 8, 17, , 5
2022/2/5, 22, 20, 13, 11, , 4
2022/2/6, 24, 15, 13, 4, , 3
2022/2/7, 26, 11, 13, 11, , 2
2022/2/8, 20, 17, 23, 8, , 1
2022/2/9, 38, 21, 29, 9, , 1
2022/2/10, 32, 24, 29, 11, , 1
2022/2/11, 31, 19, 20, 11, , 1
2022/2/12, 29, 16, 28, 9, , 1
2022/2/13, 27, 17, 29, 7, , 1
2022/2/14, 25, 27, 41, 18, , 3
2022/2/15, 51, 20, 31, 12, , 2
2022/2/16, 45, 21, 38, 12, , 2
2022/2/19, 23, 22, 34, 16, , 3
2022/2/20, 39, 19, 32, 9, , 3
2022/2/21, 40, 18, 39, 17, , 5
2022/2/22, 49, 27, 37, 17, , 6
2022/2/23, 64, 90, 24, , , 6
2022/2/24, 68, , 52, , , 4
2022/2/25, 53, , 48, , , 3
2022/2/26, 54, , 4, , , 4
2022/2/27, 50, , , , , 
2022/3/2, 41, , 34, , , 4
2022/3/3, 45, , 32, , , 5
2022/3/4, 57, , 26, , , 5
2022/3/5, 59, , , , , 11
2022/3/6, 82, , 2, , , 7
2022/3/8, 64, , 51, , , 5
2022/3/9, 67, , 31, , , 4
2022/3/10, 77, , 27, 24, , 7
2022/3/11, 61, , 16, 24, , 6
2022/3/12, 48, , 19, 14, , 3
2022/3/13, 46, , 5, 16, , 4
2022/3/14, 43, , 7, 22, , 5
2022/3/15, 53, , 15, 17, , 4
2022/3/16, 48, , 11, 21, , 5
2022/3/17, 50, , 18, 28, , 7
2022/3/18, 59, 27, 28, 29, , 6
2022/3/19, 54, 31, 24, 18, , 5
2022/3/20, 53, , 17, 6, , 6
2022/3/21, 28, , 12, 5, , 1
2022/3/22, 26, , 20, , , 2
2022/3/23, 25, , 25, 23, , 3
2022/3/29, 43, , 34, 14, , 2
2022/3/30, 13, , 23, , , 5
2022/3/31, 17, , 10, , , 2
2022/4/1, 9, 24, 9, 19, , 2
2021/10/2, 66, 22, 9, 26, , 
2021/10/3, 70, 21, 25, 22, , 
2021/10/4, 76, 19, 32, 16, , 
2021/10/5, 68, 7, 15, 16, , 
2021/10/6, 41, 20, 29, 14, , 
2021/10/7, 53, 16, 13, 20, , 
2021/10/8, 55, 13, 23, 13, , 
2021/10/9, 51, 11, 14, 12, , 
2021/10/10, 45, 7, 14, 12, , 
2021/10/11, 36, 8, 12, , , 
2021/10/12, 34, 11, 29, , , 
2021/10/13, 37, 19, 33, , , 
2021/10/14, 60, 26, 22, , , 
2021/10/15, 64, 18, 29, , , 
2021/10/16, 54, 9, 22, , , 
2021/10/17, 42, 7, 16, , , 
2021/10/18, 34, 7, 12, , , 
2021/10/19, 36, 6, 13, , , 
2021/10/20, 34, 9, 16, , , 
2021/10/21, 40, 15, 24, , , 
2021/10/22, 47, 18, 35, , , 
2021/10/23, 58, 29, 34, , , 
2021/10/24, 70, 13, 23, , , 
2021/10/25, 48, 16, 20, , , 
2021/10/26, 54, 19, 28, 13, , 
2021/10/27, 66, 20, 16, 16, , 
2021/10/28, 67, 12, 12, 14, , 
2021/10/29, 52, 16, 19, 12, , 
2021/10/30, 57, 13, 24, 8, , 
2021/10/31, 50, 12, 13, 11, , 
2021/11/1, 57, 8, 17, 12, , 
2021/11/2, 43, 6, 16, 6, , 
2021/11/3, 33, 11, 19, 10, , 
2021/11/20, 18, 7, 15, 7, , 
2021/11/21, 22, 16, 22, 8, , 
2021/11/22, 44, 18, 39, 22, , 
2021/11/23, 47, 31, 36, , , 
2021/11/24, 56, 24, 28, 5, , 
2021/11/25, 46, 32, 43, 30, , 
2021/11/26, 63, 22, 14, 61, , 
2021/11/27, 56, 15, 25, , , 
2021/12/2, 46, 17, 28, 18, , 
2021/12/3, 52, 12, 13, 11, , 
2021/12/4, 20, 14, 31, 11, , 
2021/12/5, 30, 16, 34, 8, , 
2021/12/6, 37, 16, 24, 10, , 
2021/12/7, 28, 9, 11, 6, , 
2021/12/8, 17, 10, 14, 10, , 
2021/12/9, 16, 10, 17, 10, , 
2021/12/10, 16, 14, 28, 17, , 
2021/12/11, 26, 23, 34, 34, , 
2021/12/12, 45, 26, 40, 21, , 
2021/12/13, 52, 17, 16, 22, , 
2021/12/14, 36, 26, 19, 14, , 
2021/12/15, 47, 21, 6, 18, , 7
2021/12/16, 37, 20, 15, 18, , 6
2021/12/17, 43, 14, 9, 6, , 3
2021/12/18, 34, 17, 16, , , 1
2021/12/19, 20, 12, 13, , , 1
2021/12/20, 21, 27, 32, , , 1
2021/12/21, 29, 28, 36, , , 2
2021/12/22, 37, 33, 27, , , 5
2021/12/24, 32, 11, 14, 3, , 1
2021/12/25, 19, 16, 27, 5, , 1
2021/12/26, 30, 18, 30, 4, , 1
2021/12/27, 30, 16, 27, 12, , 3
2021/12/28, 46, 22, 23, 16, , 4
2021/12/29, 48, 19, 45, 11, , 2
2021/12/30, 56, 17, 19, 11, , 3
2021/12/31, 42, 13, 10, 8, , 4
2022/1/1, 16, 46, , 11, , 9
2022/1/2, 109, , , , , 
2021/7/4, 72, 18, 24, 5, , 
2021/7/5, 55, 18, 24, 5, , 
2021/7/6, 56, 21, 21, 11, , 
2021/7/7, 52, 18, 20, 10, , 
2021/7/8, 52, 17, 18, 13, , 
2021/7/9, 62, 27, 16, 17, , 
2021/7/10, 71, 26, 26, 12, , 
2021/7/11, 91, 37, 28, 21, , 
2021/7/12, 121, 49, 40, 18, , 
2021/7/13, 101, 44, 25, 23, , 
2021/7/14, 92, 47, 20, 27, , 
2021/7/15, 118, 61, 20, 32, , 
2021/7/16, 103, 56, 21, 28, , 
2021/7/17, 93, 39, 23, 19, , 
2021/7/18, 45, 20, 15, 17, , 
2021/7/19, 57, 22, 20, 10, , 
2021/7/20, 46, 17, 12, 17, , 
2021/7/21, 72, 33, 18, 17, , 
2021/7/22, 82, 41, 20, 31, , 
2021/7/23, 97, 39, 25, 18, , 
2021/7/24, 98, 42, 29, 23, , 
2021/7/25, 130, 54, 33, 27, , 
2021/7/26, 117, 50, 28, 20, , 
2021/7/27, 130, 57, 21, 29, , 
2021/7/28, 89, 51, 23, 19, , 
2021/7/29, 32, 11, 9, 13, , 
2021/7/30, 45, 15, 12, 14, , 
2021/7/31, 46, 16, 19, 10, , 
2021/8/1, 49, 15, 19, 8, , 
2021/8/2, 59, 18, 22, 7, , 
2021/8/3, 86, 31, 20, 19, , 
2021/8/4, 43, 12, 16, 11, , 
2021/8/5, 45, 13, 22, 9, , 
2021/8/6, 40, 20, 18, 11, , 
2021/8/7, 70, 25, 18, 13, , 
2021/8/8, 69, 26, 20, 13, , 
2021/8/9, 75, 27, 29, 13, , 
2021/8/10, 75, 35, 20, 24, , 
2021/8/11, 113, 57, 23, 32, , 
2021/8/12, 73, 28, 16, 14, , 
2021/8/13, 23, 7, 12, 10, , 
2021/8/14, 34, 8, 11, 13, , 
2021/8/15, 53, 17, 13, 11, , 
2021/8/16, 73, 27, 31, 10, , 
2021/8/17, 85, 30, 8, 20, , 
2021/8/18, 79, 37, 31, 30, , 
2021/8/19, 125, 58, 46, 32, , 
2021/8/20, 105, 50, 34, 31, , 
2021/8/21, 115, 62, 32, 33, , 
2021/8/22, 120, 57, 55, 26, , 
2021/8/23, 95, 47, 35, 26, , 
2021/8/24, 128, 65, 31, 28, , 
2021/8/25, 142, 76, 29, , , 
2021/8/26, 135, 79, 31, , , 
2021/8/27, 128, 63, 36, , , 
2021/8/28, 37, 12, 19, , , 
2021/8/29, 31, 10, 15, , , 
2021/8/30, 37, 11, 19, , , 
2021/8/31, 29, 10, 17, , , 
2021/9/1, 34, 12, 19, , , 
2021/9/2, 43, 17, 21, , , 
2021/9/3, 57, 24, 24, , , 
2021/9/4, 82, 39, 24, , , 
2021/9/5, 101, 45, 58, , , 
2021/9/6, 73, 28, 40, , , 
2021/9/7, 68, 23, 36, , , 
2021/9/8, 60, 17, 33, , , 
2021/9/9, 93, 46, 30, , , 
2021/9/10, 70, 29, 19, , , 
2021/9/11, 79, 24, 12, , , 
2021/9/12, 70, 24, 22, , , 
2021/9/13, 88, 29, 54, , , 
2021/9/14, 96, 39, 33, , , 
2021/9/15, 113, 49, 35, , , 
2021/9/16, 63, 21, 14, , , 
2021/9/17, 32, 8, 14, , , 
2021/9/18, 49, 15, 12, , , 
2021/9/19, 74, 30, 29, , , 
2021/9/20, 124, 37, 49, , , 
2021/9/22, 32, 37, 1, 34, , 
2021/9/23, 43, 12, 17, , , 
2021/9/24, 41, 15, 20, 9, , 
2021/9/25, 72, 25, 26, 20, , 
2021/9/26, 80, 24, 16, 19, , 
2021/9/27, 94, 30, 43, 16, , 
2021/9/28, 92, 38, 60, 29, , 
2021/9/29, 88, 36, 49, 27, , 
2021/9/30, 86, 34, 35, 16, , 
2021/10/1, 61, 17, 29, 11, , 
2021/4/2, 32, 15, 17, 8, , 1
2021/4/3, 21, 12, 19, 4, , 1
2021/4/4, 29, 18, 34, 6, , 1
2021/4/5, 23, 9, 23, 3, , 1
2021/4/6, 27, 14, 9, 12, , 2
2021/4/7, 25, 9, 16, 7, , 1
2021/4/8, 7, 9, 16, 5, , 2
2021/4/9, 17, 17, 30, 15, , 3
2021/4/10, 47, 17, 34, 12, , 4
2021/4/11, 40, 22, 32, 13, , 6
2021/4/12, 54, 29, 22, 16, , 3
2021/4/13, 53, 10, 11, 6, , 1
2021/4/14, 11, 28, 17, 7, , 1
2021/4/21, 40, 7, 10, 5, , 1
2021/5/5, 81, 45, 31, 25, , 
2021/5/6, 108, 47, 29, 23, , 
2021/5/7, 110, 8, 11, 9, , 
2021/5/8, 35, 9, 14, 5, , 
2021/5/9, 47, 12, 22, 4, , 
2021/5/10, 54, 18, 19, 12, , 
2021/5/11, 55, 30, 19, 18, , 
2021/5/12, 71, 17, 6, 14, , 
2021/5/13, 43, 9, 11, 8, , 
2021/5/14, 20, 13, 15, 10, , 
2021/5/15, 37, 19, 14, 11, , 
2021/5/16, 52, 21, 27, 7, , 
2021/5/17, 62, 28, 13, 19, , 
2021/5/18, 65, 18, 15, 13, , 
2021/5/19, 48, 29, 16, 22, , 
2021/5/20, 66, 45, 23, 27, , 
2021/5/21, 99, 44, 21, 28, , 
2021/5/22, 105, 33, 9, 19, , 
2021/5/23, 78, 12, 12, 6, , 
2021/5/24, 35, 20, 10, 16, , 
2021/5/25, 43, 39, 17, 33, , 
2021/5/26, 90, 38, 17, 28, , 
2021/5/27, 89, 41, 10, 27, , 
2021/5/28, 96, 45, 18, 21, , 
2021/5/29, 96, 32, 17, 5, , 
2021/5/30, 61, 22, 10, , , 
2021/5/31, 58, 15, 3, 14, , 
2021/6/1, 44, 22, 11, 20, , 
2021/6/2, 51, 39, 15, 26, , 
2021/6/3, 96, 42, 27, 21, , 
2021/6/4, 100, 34, 27, 19, , 
2021/6/5, 77, 34, 21, 16, , 
2021/6/6, 75, 34, 20, 13, , 
2021/6/7, 82, 18, 10, 13, , 
2021/6/8, 46, 8, 8, 14, , 
2021/6/9, 29, 18, 12, 16, , 
2021/6/10, 50, 28, 8, 17, , 
2021/6/11, 70, 17, 4, 15, , 
2021/6/12, 53, 18, 14, 12, , 
2021/6/13, 55, 10, 24, 4, , 
2021/6/14, 34, 19, 14, 13, , 
2021/6/15, 39, 26, 15, 17, , 
2021/6/16, 70, 14, 14, 10, , 
2021/6/17, 36, 9, 13, 12, , 
2021/6/18, 28, 19, 18, 14, , 
2021/6/19, 46, 24, 11, 12, , 
2021/6/20, 57, 25, 16, 9, , 
2021/6/21, 71, 13, 17, 15, , 
2021/6/22, 38, 16, 7, 16, , 
2021/6/23, 54, 11, 14, 10, , 
2021/6/24, 24, 24, 12, 16, , 
2021/6/25, 48, 45, 12, 30, , 
2021/2/2, 39, , 22, 16, , 5
2021/2/3, 52, , 29, 19, , 5
2021/2/4, 64, , 39, 16, , 4
2021/2/5, 54, , 34, 14, , 4
2021/2/6, 27, , 13, 8, , 2
2021/2/7, 33, , 36, 8, , 1
2021/2/8, 31, , 20, , , 1
2021/2/9, 26, , 16, , , 1
2021/2/10, 27, , 20, , , 1
2021/2/11, 32, , 24, , , 1
2021/2/12, 35, , 18, , , 4
2021/2/13, 51, , 13, , , 4
2021/2/14, 31, , 5, 10, , 4
2021/2/15, 31, , 18, 6, , 4
2021/2/16, 39, , 21, 10, , 3
2021/2/17, 42, , 19, 13, , 4
2021/2/18, 53, , 21, 17, , 4
2021/2/19, 52, , 23, 13, , 4
2021/2/20, 56, , 42, 12, , 3
2021/2/21, 55, , 36, 5, , 1
2021/2/22, 43, , 31, , , 1
2021/2/23, 42, , 30, 7, , 2
2021/2/24, 39, , 34, 13, , 2
2021/2/25, 61, , 12, 22, , 5
2021/2/26, 46, , 19, 13, , 3
2021/2/27, 48, , 12, 14, , 5
2021/2/28, 45, , 12, 10, , 3
2021/3/1, 37, , 22, 6, , 2
2021/3/2, 40, , 27, 12, , 2
2021/3/3, 61, , 24, 15, , 4
2021/3/4, 53, , 20, 13, , 4
2021/3/5, 46, , 18, 16, , 4
2021/3/6, 23, , 10, 8, , 3
2021/3/7, 19, 16, 9, 7, , 3
2021/3/25, 52, 24, 34, 9, , 1
2021/3/26, 32, 21, 50, 10, , 1
2021/3/27, 37, 28, 44, 14, , 3
2021/3/28, 40, 25, 46, 13, , 3
2021/3/29, 27, 17, 34, 7, , 2
2021/3/30, 44, 20, 38, 16, , 3
2021/3/31, 30, 18, 26, 13, , 3
2021/4/1, 46, 7, 14, 9, , 2
2020/11/4, 45, 15, 27, 8, , 1
2020/11/5, 31, 15, 21, 9, , 1
2020/11/6, 26, 11, 30, 11, , 2
2020/11/7, 31, 12, 25, 9, , 1
2020/11/8, 46, 20, 60, 9, , 1
2020/11/9, 59, 25, 59, 11, , 2
2020/11/10, 61, 29, 55, 12, , 3
2020/11/11, 35, 16, 27, 10, , 3
2020/11/12, 57, 24, 45, 16, , 4
2020/11/13, 43, 16, 27, 13, , 3
2020/11/14, 61, 23, 29, 15, , 4
2020/11/15, 66, 23, 41, 13, , 4
2020/11/16, 55, 20, 45, 7, , 3
2020/11/17, 46, 21, 36, 14, , 3
2020/11/18, 27, 12, 11, 12, , 2
2020/11/19, 23, 12, 11, 10, , 2
2020/11/26, 8, 25, 58, 15, , 2
2020/11/27, 32, 24, 31, 17, , 3
2020/11/28, 63, 27, 70, 18, , 4
2020/11/29, 62, 28, 57, 8, , 1
2020/11/30, 55, 22, 39, 9, , 3
2020/12/1, 51, 21, 10, 18, , 5
2020/12/2, 42, 16, , 14, , 3
2020/12/3, 48, 19, 32, 12, , 3
2020/12/4, 54, 22, 27, 14, , 3
2020/7/2, 33, 37, 23, 16, , 2
2020/7/3, 61, 35, 18, 13, , 2
2020/7/4, 56, 31, 21, 13, , 7
2020/7/5, 59, 37, 21, 12, , 8
2020/7/6, 86, 24, 18, 16, , 4
2020/7/7, 68, 32, 19, 14, , 5
2020/7/8, 62, 36, 23, 11, , 4
2020/7/9, 54, 27, 14, 13, , 3
2020/7/10, 49, 37, 18, 19, , 5
2020/7/11, 67, 35, 22, 13, , 6
2020/7/12, 67, 43, 26, 14, , 9
2020/7/13, 75, 46, 21, 22, , 7
2020/7/14, 69, 20, 9, 13, , 2
2020/7/15, 36, 15, 13, 9, , 2
2020/7/16, 37, 25, 13, 12, , 3
2020/7/17, 45, 36, 11, 23, , 5
2020/7/18, 75, 39, 24, 18, , 7
2020/7/19, 88, 28, 32, 10, , 4
2020/7/20, 64, 43, 20, 18, , 9
2020/7/21, 70, 51, 18, 23, , 11
2020/7/22, 84, 59, 33, 26, , 11
2020/7/23, 102, 45, 26, 28, , 8
2020/7/24, 88, 52, 23, 23, , 8
2020/7/25, 77, 45, 21, 16, , 10
2020/7/26, 73, 16, 17, 5, , 1
2020/7/27, 40, 41, 18, 18, , 5
2020/7/28, 53, 47, 19, 20, , 9
2020/7/29, 77, 22, 17, 8, , 1
2020/7/30, 26, 10, 12, 9, , 1
2020/7/31, 19, 13, 13, 8, , 1
2020/8/1, 29, 21, 22, 8, , 1
2020/8/2, 47, 20, 26, 6, , 1
2020/8/3, 48, 35, 28, 18, , 3
2020/8/4, 65, 34, 23, 18, , 2
2020/8/5, 63, 34, 27, 16, , 2
2020/8/6, 66, 39, 27, 22, , 4
2020/8/7, 74, 48, 25, 21, , 7
2020/8/8, 82, 46, 28, 20, , 7
2020/8/9, 86, 48, 35, 13, , 3
2020/8/10, 91, 44, 25, 21, , 9
2020/8/11, 80, 54, 17, 26, , 10
2020/8/12, 96, 48, 22, 19, , 3
2020/8/13, 81, 50, 23, 23, , 7
2020/8/14, 89, 51, 34, 23, , 6
2020/8/15, 92, 32, 21, 14, , 4
2020/8/16, 65, 21, 17, 10, , 5
2020/8/17, 39, 18, 9, 14, , 6
2020/8/18, 40, 11, 10, 17, , 7
2020/8/19, 43, , 12, 14, , 3
2020/8/20, 47, 12, 13, 10, , 1
2020/8/21, 43, 4, 9, 11, , 2
2020/8/22, 13, , 12, 7, , 1
2020/8/23, 19, , 10, 6, , 1
2020/8/24, 25, , 20, 8, , 1
2020/8/25, 25, , 18, 9, , 1
2020/8/26, 26, , 11, 14, , 2
2020/8/27, 34, , 23, 20, , 4
2020/8/28, 49, , 32, 24, , 7
2020/9/8, 92, 31, 35, 13, , 6
2020/9/9, 101, 39, 34, 14, , 3
2020/9/10, 108, 48, 39, , , 5
2020/9/11, 103, 52, 39, , , 7
2020/9/12, 99, 69, 34, , , 17
2020/4/2, 53, , 25, 9, , 3
2020/4/3, 53, , 18, 10, , 2
2020/4/4, 52, , 33, 5, , 1
2020/4/5, 50, , 34, 5, , 1
2020/4/6, 56, , 26, 12, , 3
2020/4/7, 60, , 18, 9, , 2
2020/4/8, 56, , 13, 6, , 1
2020/4/9, 28, , 22, 6, , 1
2020/4/10, 35, , 30, 6, , 1
2020/4/11, 41, , 25, 4, , 1
2020/4/12, 46, , 25, 2, , 1
2020/4/13, 36, , 28, 7, , 2
2020/4/14, 60, , 11, 10, , 3
2020/4/15, 54, , 18, 11, , 3
2020/4/16, 47, , 20, 12, , 4
2020/4/17, 69, , 19, 6, , 1
2020/4/18, 46, , 21, 4, , 1
2020/4/19, 52, , 20, 3, , 1
2020/4/20, 32, , 24, 6, , 1
2020/4/21, 33, , 27, 6, , 2
2020/4/22, 49, , 30, 9, , 1
2020/4/23, 60, , 31, 8, , 1
2020/4/24, 50, , 28, 9, , 1
2020/4/25, 59, , 40, 11, , 2
2020/4/26, 83, , 43, 10, , 5
2020/4/27, 149, , 30, 6, , 1
2020/4/28, 206, , 21, 10, , 1
2020/5/8, 55, , 13, 8, , 5
2020/6/5, 55, 29, 9, 15, , 5
2020/6/6, 64, 33, 14, 12, , 4
2020/6/7, 68, 25, 17, 7, , 2
2020/6/8, 32, 22, 9, 12, , 6
2020/6/9, 53, 27, 6, 14, , 9
2020/6/10, 65, 23, 13, 15, , 6
2020/6/11, 49, 35, 21, 15, , 6
2020/6/12, 59, 45, 31, 19, , 11
2020/6/13, 88, 48, 20, 17, , 11
2020/6/14, 94, 10, 14, 3, , 1
2020/6/15, 20, 23, 12, 8, , 1
2020/6/16, 30, 28, 11, 10, , 1
2020/6/17, 46, 30, 16, 11, , 1
2020/6/18, 49, 30, 17, 15, , 4
2020/6/19, 49, 39, 18, 25, , 7
2020/6/20, 61, 36, 23, 20, , 8
2020/6/21, 68, , , , , 
2020/7/1, 34, 29, 14, 8, , 
2020/1/2, 29, 14, 17, 13, , 3
2020/1/3, 32, 7, 10, 9, , 1
2020/1/4, 14, 9, 16, 8, , 1
2020/1/5, 12, , 21, 8, , 2
2020/1/6, 28, 21, 21, 14, , 3
2020/1/7, 17, 20, 23, 16, , 3
2020/1/8, 32, 14, 16, 14, , 4
2020/1/9, 25, 24, 15, 16, , 4
2020/1/10, 34, 21, 18, 18, , 5
2020/1/11, 36, 23, 18, 13, , 4
2020/1/12, 38, 14, 12, 8, , 3
2020/1/13, 30, 12, 13, 8, , 2
2020/1/14, 21, 17, 19, 9, , 2
2020/1/15, 31, , 31, 17, , 6
2020/1/16, 5, 29, 19, 25, , 7
2020/2/6, 31, 19, 17, 17, , 5
2020/2/7, 36, 15, 12, 15, , 4
2020/2/8, 28, 14, 18, 12, , 4
2020/2/9, 21, 13, 16, 7, , 5
2020/2/10, 23, 9, 7, 10, , 3
2020/2/11, 15, 10, 8, 9, , 1
2020/2/12, 23, 11, 8, 9, , 1
2020/2/13, 12, 14, 12, 10, , 2
2020/2/14, 18, 31, 28, 12, , 2
2020/2/18, 68, 44, 18, 17, , 5
2020/2/19, 55, 22, 20, 18, , 6
2020/2/20, 43, 30, 17, 17, , 7
2020/2/21, 49, 13, , 15, , 4
2020/2/22, 37, , 11, 9, , 2
2020/2/23, 29, , 17, 4, , 1
2020/2/24, 32, , 29, 10, , 3
2020/2/25, 44, , 19, 8, , 3
2020/2/26, 35, , 5, 9, , 4
2020/2/27, 27, , 10, 9, , 1
2020/2/28, 46, , 7, 11, , 2
2020/2/29, 54, , 10, 10, , 2
2020/3/1, 53, , 12, 4, , 1
2020/3/2, 33, , 15, 7, , 1
2020/3/3, 35, , 7, 10, , 2
2020/3/4, 130, , 15, 10, , 2
2020/3/24, 41, , 19, 5, , 1
2020/3/25, 36, , 25, 5, , 1
2020/3/26, 34, , 30, 7, , 1
2020/3/27, 42, , 26, 6, , 1
2020/3/28, 49, , 31, 7, , 2
2020/3/29, 56, , 10, 6, , 2
2020/3/30, 63, , , , , 
2019/10/2, 56, 38, 67, 19, 1, 6
2019/10/3, 61, 34, 34, 6, , 7
2019/10/4, 65, 33, 52, 15, 1, 4
2019/10/5, 61, 39, 57, 16, 1, 4
2019/10/6, 78, 11, 26, , , 2
2019/10/7, 28, 8, 18, 7, , 2
2019/10/8, 11, 14, 24, 12, , 3
2019/10/9, 27, 28, 18, 12, , 3
2019/10/10, 38, 19, 31, 13, 1, 3
2019/10/11, 35, 24, 33, 18, , 5
2019/10/12, 55, 29, 65, 12, 1, 6
2019/10/13, 60, 24, 50, 12, 1, 8
2019/10/14, 51, 30, 57, 11, 1, 6
2019/10/15, 51, 19, 21, 12, , 3
2019/10/16, 31, 24, 29, 7, , 2
2019/10/20, 28, 14, 22, 5, 1, 1
2019/10/21, 20, 28, 17, 20, 1, 4
2019/10/22, 53, 26, 19, 20, 1, 5
2019/10/23, 61, 23, 36, 11, , 2
2019/10/24, 43, 22, 27, 16, , 4
2019/10/25, 46, 42, 34, 29, 1, 6
2019/10/26, 88, 27, 41, 12, 1, 3
2019/10/27, 59, 22, 44, 12, 1, 3
2019/10/28, 50, 24, 37, 20, 1, 4
2019/10/29, 41, 34, 34, 31, 1, 6
2019/10/30, 53, 29, 70, 19, 1, 4
2019/10/31, 57, 23, 26, 17, 1, 4
2019/11/1, 57, 22, 31, 12, , 3
2019/11/2, 54, 23, 35, 9, , 4
2019/11/3, 41, 28, 43, 12, , 6
2019/11/4, 59, 27, 40, 15, 1, 4
2019/11/5, 42, 22, 32, 21, , 5
2019/11/6, 36, 16, 22, 11, , 3
2019/11/7, 29, 20, 13, 17, , 4
2019/11/8, 38, 19, 4, 18, 1, 4
2019/11/9, 51, 15, , 7, , 3
2019/11/10, 46, 17, 18, 14, , 4
2019/11/11, 35, 14, 21, 13, , 3
2019/11/12, 31, 11, 15, 8, , 1
2019/11/13, 17, 21, 24, 15, 1, 3
2019/11/14, 38, 19, 19, 19, , 5
2019/11/15, 41, 11, 16, 12, , 3
2019/11/16, 30, 17, 24, 11, 2, 3
2019/11/17, 37, 16, 41, 5, 2, 1
2019/11/18, 37, 16, 20, 11, 1, 2
2019/11/19, 40, 16, 15, 14, 1, 3
2019/11/20, 43, 13, 31, 8, 1, 2
2019/11/21, 31, 29, 51, 15, 1, 4
2019/11/22, 44, 28, 10, 25, , 6
