ds,yhat,yhat_lower,yhat_upper
2014-01-02,44.214961155066185,15.956687639209168,74.21715146041409
2014-01-03,46.406364772879726,18.364125343265453,71.77830944141826
2014-01-04,47.42306955854996,20.93602581599928,75.07268631551645
2014-01-05,44.942968876983926,15.02447711287458,73.06268923895148
2014-01-06,41.56331949616646,11.657479339299071,70.59981672788932
2014-01-07,43.412812448143896,13.932086257888253,73.42850432637064
2014-01-08,46.18673117031746,17.099121478834082,76.38241194502234
2014-01-09,45.89448656422673,18.395789089398306,74.60772230414268
2014-01-10,48.41873620758082,22.078942531412796,77.18231839339536
2014-01-11,49.720360549000866,20.182678465487566,78.43535987361145
2014-01-12,47.470884791931375,19.406504174897275,77.3684968985663
2014-01-13,44.26258270098203,15.799490951902817,73.1183792969859
2014-01-14,46.22067378584037,19.94419444651362,75.76286804835156
2014-01-15,49.03856825094674,22.811621542442865,77.27027741649603
2014-01-16,48.725447130430965,18.12403339767997,75.24833555568217
2014-01-17,51.16538374823392,23.783709694866484,79.77272048189855
2014-01-18,52.32227938560432,24.37049073590224,80.29883497166821
2014-01-19,49.87220305768313,19.62279774642251,78.01234996637756
2014-01-20,46.41337393388327,16.55857685060902,72.99729615594016
2014-01-21,48.078201197524976,19.15894747499291,77.98422747833979
2014-01-22,50.568340017338464,23.448176834791443,80.03081498606926
2014-01-23,49.902056157469644,22.525458918600222,78.64409767425593
2014-01-24,51.973111154026974,22.77623475886549,82.24291367486909
2014-01-25,52.75544724808784,22.783226275019917,82.16038924096388
2014-01-26,49.93526863102277,22.638685293007768,77.81758360328979
2014-01-27,46.1207643546452,18.280433607735816,74.3532689656289
2014-01-28,47.453894498091756,20.823838432867134,75.64517312976797
2014-01-29,49.64520485471961,19.503097657850986,78.0701776231207
2014-01-30,48.72096887455851,20.17218969604365,77.02641073819099
2014-01-31,50.58187445253792,22.126325056647826,79.46813851512096
2014-02-01,51.207539718749345,22.376340093444526,80.26426836641663
2014-02-02,48.288458530008185,20.12053005585022,78.88098039182246
2014-02-03,44.4356242307545,13.34076305584353,72.83233415816483
2014-02-04,45.79225548507205,18.647879605667157,74.9741364087801
2014-02-05,48.06859059833066,22.608301005380177,76.60180777757743
2014-02-06,47.289049144532825,19.343490479206473,78.67197830422155
2014-02-07,49.35097750538664,19.864772380795014,75.72572370685535
2014-02-08,50.229260468315495,22.70631380667138,80.69036836839044
2014-02-09,47.60839661539288,22.359059962565485,76.89441400721508
2014-02-10,44.092282239180285,17.157613120269012,72.99304514269407
2014-02-11,45.816123005928205,19.226443580688894,74.60565444052229
2014-02-12,48.481434589574945,23.00942172822296,79.06296965884982
2014-02-13,48.10342543355835,20.710003618343617,79.01531193601555
2014-02-14,50.56997228564382,21.734093472532475,78.19143603996724
2014-02-15,51.84646455707018,23.3718162188192,80.91522424447221
2014-02-16,49.60810917638817,22.04812639810975,76.17999443171195
2014-02-17,46.44993481204892,17.84369262113634,74.88932124403807
2014-02-18,48.49890917924968,21.234796576224607,76.691157565778
2014-02-19,51.44912565119586,19.332038570530344,80.10949300400395
2014-02-20,51.30934795943202,24.52219412662554,81.61106416740868
2014-02-21,53.96211999463189,25.96302097017494,79.707207011799
2014-04-10,50.80170930205557,23.76549861795247,77.57054056000443
2014-04-11,53.52662173780386,25.778242494192433,83.05140102617717
2014-04-12,55.06414164802916,23.75215820698157,83.39306493396961
2014-04-13,53.092311245233205,25.926396192243274,81.80827754907445
2014-04-14,50.20929887849844,21.810942478300213,77.63322611476612
2014-04-15,52.54532911351628,23.040525603869185,80.76022209911501
2014-04-16,55.797679566497465,26.138712724366044,84.54779887612683
2014-04-17,55.97804023873945,26.624071822631404,84.80398832460587
2014-04-18,58.97144909913896,31.116342026659975,88.5027040782808
2014-04-19,60.74108344862128,35.36683359131344,89.81206573014474
2014-04-20,58.96050245588634,31.37977315779045,88.85103894539486
2014-04-21,56.22358354787623,28.114317092567415,85.8294299591246
2014-04-22,58.65657012405461,31.369465815271717,88.25818860694802
2014-04-23,61.95319037231058,32.39192030644916,90.42529155827859
2014-04-24,62.1221392029866,33.91436564367261,90.57205246612727
2014-04-25,65.04613310330953,35.33675301718245,91.19368874224679
2014-04-26,66.68681340867461,38.2632929394381,93.9049359586318
2014-04-27,64.717089379314,35.49242654188817,91.7673629702734
2014-04-28,61.73115993136425,35.13152349247143,88.2516329823065
2014-04-29,63.85662795195529,36.26284804480362,92.44889228880427
2014-04-30,66.78966385252947,39.91569552488518,94.81193025338949
2014-05-01,66.54250778119791,37.479344153407986,94.02376530366342
2014-05-02,69.00251832547272,39.56052335030219,98.98925673802115
2014-05-03,70.13704193614251,41.538856236155986,97.7285188301349
2014-05-04,67.6256939608709,37.33992906710258,97.27149273263436
2014-05-05,64.07029044047286,36.57345878697145,91.93147415414637
2014-05-06,65.60684572027372,39.29167443722491,93.74606219350044
2014-05-07,67.94059446276219,39.52182288178204,97.15456188536218
2014-05-08,67.09333018936672,35.4329143076937,97.11092880027975
2014-05-09,68.96227160683262,42.47385499015224,96.75205514409316
2014-05-10,69.5247350098372,42.36313820012432,97.71645480127285
2014-05-11,66.47020824497628,38.39807815974705,93.6338949234214
2014-05-12,62.41007040305464,35.358406312782726,90.40847724371015
2014-05-13,63.48937758971999,35.09547743134377,92.22284449489116
2014-05-14,65.42167879906071,35.187107541295234,95.60737956802751
2014-05-15,64.23615944537762,35.181073571297276,90.66766778669674
2014-05-16,65.83632907344594,37.67545279747465,94.89627736568433
2014-05-17,66.2045364889288,36.94811700306731,93.7492629729184
2014-05-18,63.03391228470623,35.62711446081334,90.75145149684685
2014-05-19,58.93798683654211,31.6654782927943,89.20558611811717
2014-05-20,60.062407293351114,32.025341186726344,89.14251263692799
2014-05-21,62.11971997790628,33.772323488432974,89.9224309535018
2014-05-22,61.13651723367734,33.00579300321901,90.80510325785959
2014-05-23,63.01216578175498,36.224722199281665,93.00380440617897
2014-05-24,63.723399397580344,34.690638434746525,92.2302503132344
2014-05-25,60.95637447670304,31.743834682621188,89.08485086560445
2014-05-26,57.31643419697278,27.360127836674103,86.44635379181148
2014-05-27,58.940001558566195,29.810547741856844,85.77670238069341
2014-05-28,61.52956362478713,33.3535785716751,91.07952289729764
2014-05-29,61.101041207891974,33.588159885629096,91.09208294867109
2014-05-30,63.542755666241185,35.36083577978066,89.92522174254387
2014-05-31,64.82026976949442,36.06074435110204,91.91061238327096
